Inf,Club,Club Job,Preferred Job,Salary,Rating,WR,Tac Knw,Att,Def,Men,Tec,TCo,Mot,Det,Dis,Personality,Name
FrA,,-,General Manager,-,,,1,4,4,3,5,2,1,15,14,Resolute,Kieran Trippier
FrA,,-,Head of Youth Development,-,,,1,1,1,5,5,2,4,17,13,Perfectionist,Roman Zozulya
FrA,,-,Head Coach,-,,,7,6,7,3,3,6,5,12,12,Balanced,Xisco Garí
FrA,,-,General Manager,-,,,3,4,1,4,5,3,7,12,19,Balanced,Eugene Shakhov
FrA,,-,Assistant Coach,-,,,3,2,2,1,4,3,7,15,12,Fairly Determined,Marcos Torres
FrA,,-,Head Coach,-,,,3,1,5,5,3,3,3,17,13,Model Professional,Taras Stepanenko
FrA,,-,Scout,-,,,4,1,2,1,3,1,2,12,12,Balanced,Ben Marshall
FrA,,-,Loan Manager,-,,,4,2,2,1,2,3,2,12,17,Balanced,Anthony Jung
FrA,,-,Scout,-,,,2,1,1,1,1,1,1,16,15,Fairly Determined,Rubén Arce
,Vilassar,Head Coach,Head Coach,$325 p/w,,,4,2,6,6,5,6,17,8,13,Sporting,Pedro Gascón
FrA,,-,Scout,-,,,1,2,1,1,2,1,1,15,17,Fairly Determined,Luis Madrigal
FrA,,-,Head of Youth Development,-,,,3,5,2,2,5,2,4,15,19,Resolute,Jorge Félix
FrA,,-,Head Coach,-,,,6,6,6,6,3,3,8,17,15,Resolute,Sandro Sirigu
,Sariñena,Assistant Coach,Assistant Coach,$150 p/w,,,6,3,5,5,4,1,9,12,17,Balanced,Javi Tomás
FrA,,-,Head of Youth Development,-,,,3,1,7,4,2,3,4,12,16,Balanced,Javier Mallol
FrA,,-,Coach,-,,,3,6,3,8,5,2,6,16,14,Fairly Determined,Eliot Evans
FrA,,-,Head of Youth Development,-,,,4,3,5,1,10,5,2,15,14,Unambitious,Terry Gleeson
FrA,,-,Scout,-,,,3,2,1,3,1,4,1,18,12,Determined,Nacho Poveda
FrA,,-,Sports Scientist,-,,,1,1,2,2,1,2,3,13,12,Balanced,Gary Walker
FrA,,-,Scout,-,,,4,3,2,3,1,1,1,12,13,Balanced,Aitor Arregui
FrA,,-,Sports Scientist,-,,,2,5,4,3,6,2,3,18,18,Temperamental,Wayne Heffernan
,San Roque de Lepe,Assistant Coach,Assistant Coach,$190 p/w,,,5,3,5,6,6,5,7,20,13,Determined,Francisco Manuel Fernández
FrA,,-,Coach,-,,,3,5,5,2,7,7,7,14,14,Balanced,Mateus Uribe
,Txantrea,Assistant Coach,Assistant Coach,$110 p/w,,,5,4,6,1,3,4,7,19,13,Determined,Borja Ruiz
FrA,,-,Assistant Coach,-,,,6,6,3,5,7,6,7,16,15,Professional,Edinson Cavani
FrA,,-,Physio,-,,,1,3,3,1,3,3,1,12,12,Fairly Sporting,Martin Foy
FrA,,-,Coach,-,,,4,7,8,8,7,4,6,12,13,Spirited,Evan O'Malley
FrA,,-,Scout,-,,,2,1,3,3,3,2,1,15,16,Fairly Determined,Bastian Müller
,U.D. Santa Marta,Assistant Coach,Assistant Coach,$160 p/w,,,2,7,6,5,6,6,12,13,12,Balanced,Miguel Rodríguez
,Muleño,Head Coach,Head Coach,$300 p/w,,,6,1,3,3,5,7,12,14,8,Temperamental,Rafa Blanco
FrA,,-,Assistant Coach,-,,,5,5,3,5,7,6,5,14,19,Fairly Sporting,Callum Gibson
,Illueca,Head Coach,Head Coach,$250 p/w,,,3,3,5,3,2,4,13,13,15,Unambitious,Juanjo Robles
,Santutxu,Head Coach,Head Coach,$325 p/w,,,4,3,2,5,4,5,14,10,13,Balanced,Manuel Jesús Martínez
FrA,,-,Coach,-,,,5,1,6,4,3,1,5,12,18,Balanced,Kusi Kwame
FrA,,-,Head Coach,-,,,4,4,7,5,5,4,15,12,4,Fairly Ambitious,Guille de la Fuente
FrA,,-,Head Coach,-,,,6,2,4,2,6,5,7,14,15,Balanced,Phil Ofosu-Ayeh
FrA,,-,Coach,-,,,2,2,2,3,5,2,5,15,15,Fairly Determined,Borja García
,Minera,Assistant Coach,Assistant Coach,$140 p/w,,,6,4,4,3,3,4,8,14,12,Fairly Sporting,Moisés Fernández
FrA,,-,Scout,-,,,2,5,3,1,2,2,2,13,17,Balanced,Antonio Medina
Wnt,,-,Scout,-,,,2,1,2,3,3,1,1,15,13,Fairly Determined,Hendrick Zuck
,Recambios Colón,Head Coach,Head Coach,$300 p/w,,,4,1,2,4,3,5,20,13,14,Balanced,Adolfo Trujillo
,Roda,Head Coach,Head Coach,$350 p/w,,,3,2,5,5,6,5,12,11,15,Realist,Samuel Gonzalo
FrA,,-,Coach,-,,,4,6,7,3,6,4,6,15,16,Professional,Javi Ros
,Tacoronte,Head Coach,Head Coach,$375 p/w,,,8,5,8,5,4,3,12,16,10,Fairly Determined,Ayoze Muñiz
FrA,,-,Head Coach,-,,,4,4,6,2,6,2,6,13,15,Balanced,Jorge Moreira
FrA,,-,Coach,-,,,5,5,1,5,2,3,3,18,16,Determined,Edith
FrA,,-,Coach,-,,,5,7,4,4,6,4,12,13,8,Balanced,Danny Redmond
FrA,,-,Scout,-,,,2,1,1,1,1,1,1,16,12,Perfectionist,Graham Carey
FrA,,-,Coach,-,,,5,6,3,7,6,4,7,16,14,Fairly Determined,Arkaitz
FrA,,-,Assistant Coach,-,,,4,2,3,7,3,7,7,17,16,Resolute,Giancarlo González
FrA,,-,Head of Youth Development,-,,,4,5,2,2,5,3,3,12,12,Fairly Ambitious,Txomin Barcina
FrA,,-,Scout,-,,,2,1,1,1,1,1,1,13,13,Balanced,Andy Rose
FrA,,-,Coach,-,,,4,6,2,2,6,2,8,15,16,Resolute,Loïc Puyo
FrA,,-,General Manager,-,,,2,2,2,2,3,3,2,15,14,Fairly Determined,Fernando Loaisa
FrA,,-,Head Coach,-,,,5,8,2,1,6,4,10,12,12,Balanced,Jonathan Obika
FrA,,-,Head Coach,-,,,3,2,2,2,2,2,5,17,12,Fairly Determined,Jordan Spence
FrA,,-,Coach,-,,,3,2,1,5,1,1,7,16,13,Fairly Determined,Alfonso Salgado
FrA,,-,Assistant Coach,-,,,3,5,1,2,5,3,5,15,14,Fairly Determined,Marvin Turcan
FrA,,-,Head of Youth Development,-,,,4,3,2,1,4,2,7,14,18,Balanced,Jorge Pulido
FrA,,-,Coach,-,,,5,8,4,4,7,5,7,16,16,Perfectionist,Tom Hateley
FrA,,-,Assistant Coach,-,,,5,5,1,5,5,3,3,16,12,Resilient,Gylfi Sigurðsson
,Conxo,Head Coach,Assistant Coach,$650 p/w,,,5,7,7,3,4,9,11,13,13,Balanced,Mateo
FrA,,-,Head Coach,-,,,3,5,6,4,5,3,6,14,13,Balanced,Moritz Nebel
FrA,,-,Scout,-,,,1,1,1,1,3,4,2,14,16,Balanced,Antonio Ayala
FrA,,-,Sports Scientist,-,,,2,5,3,4,1,1,5,13,12,Light-Hearted,Derek Casey
FrA,,-,Head of Youth Development,-,,,2,1,1,4,1,2,4,14,12,Balanced,Pico
FrA,,-,Scout,-,,,1,1,1,1,1,1,1,13,13,Balanced,Kevin
FrA,,-,Head of Youth Development,-,,,2,3,2,5,2,4,4,13,16,Spirited,Pedro Conde
FrA,,-,Goalkeeping Coach,-,,,2,1,1,5,1,1,5,12,12,Fairly Sporting,Simon Eastwood
FrA,,-,Head Coach,-,,,2,1,1,1,3,4,5,14,12,Fairly Professional,David Button
FrA,,-,Assistant Coach,-,,,1,5,1,3,4,1,7,18,14,Driven,Lolo Armario
FrA,,-,Head Coach,-,,,2,3,3,4,3,1,9,17,14,Fairly Determined,Pedro
FrA,,-,Assistant Coach,-,,,5,3,4,4,5,4,6,14,13,Fairly Professional,José Fernández
FrA,,-,Head of Youth Development,-,,,2,4,3,2,1,1,4,12,13,Light-Hearted,Ignacio Camacho
FrA,,-,Assistant Coach,-,,,4,4,3,4,5,6,6,15,17,Fairly Determined,Mads Albæk
FrA,,-,Head Coach,-,,,6,1,6,3,3,2,9,12,15,Balanced,Mathias Jørgensen
FrA,,-,Scout,-,,,3,2,2,2,1,3,2,14,17,Balanced,Stelios Demetriou
FrA,,-,Head Coach,-,,,4,4,8,2,3,1,6,15,12,Fairly Determined,Kevin
FrA,,-,Scout,-,,,2,3,2,1,1,2,1,17,17,Fairly Determined,Álvaro Lozano
FrA,,-,Scout,-,,,3,1,4,1,1,3,1,16,12,Fairly Determined,David Bandera
FrA,,-,Fitness Coach,-,,,3,4,1,2,2,3,5,14,13,Balanced,Pirri
FrA,,-,Assistant Coach,-,,,6,2,6,4,5,3,5,13,16,Fairly Loyal,Samuel Yohou
FrA,,-,Head of Youth Development,-,,,2,1,1,1,5,1,6,15,17,Resolute,Aaron Ramsey
FrA,,-,Scout,-,,,2,1,4,2,3,3,1,15,13,Fairly Determined,Juan Pedro Crespo
FrA,,-,Head Coach,-,,,4,3,3,5,6,5,5,18,16,Driven,Jasmin Kurtic
FrA,,-,Data Analyst,-,,,3,1,1,1,3,3,1,12,15,Spirited,Pino Barbagallo
FrA,,-,Assistant Coach,-,,,4,3,2,4,5,3,6,13,12,Fairly Professional,Nik Omladic
FrA,,-,Fitness Coach,-,,,5,1,1,1,3,2,3,15,12,Fairly Determined,Quique Varea
FrA,,-,Sports Scientist,-,,,2,5,1,1,2,2,5,20,13,Determined,Walter Troncarelli
FrA,,-,Assistant Coach,-,,,3,5,6,5,2,5,5,14,12,Balanced,Vítor Hugo
FrA,,-,Coach,-,,,7,1,7,7,4,7,8,16,17,Resolute,Miha Mevlja
FrA,,-,Head Coach,-,,,7,2,1,6,7,3,8,13,12,Fairly Ambitious,Damien Boudjemaa
FrA,,-,Sports Scientist,-,,,4,7,2,6,1,6,6,12,14,Fairly Professional,Cormac Sheridan
FrA,,-,Coach,-,,,6,2,7,8,2,5,11,14,12,Fairly Sporting,David Sicilia
,Leixões SC,Under 23s Head Coach,Coach,"$1,100 p/w",,,10,13,8,7,10,9,12,15,12,Perfectionist,João Peixoto
FrA,,-,Head of Youth Development,-,,,2,4,2,5,2,3,5,15,12,Resolute,Ivan Radovanovic
FrA,,-,General Manager,-,,,2,3,5,1,4,4,5,14,14,Balanced,Dani Arribas
FrA,,-,Scout,-,,,2,1,1,1,1,2,1,13,17,Balanced,Michael McKenna
FrA,,-,Scout,-,,,5,1,1,1,2,1,7,16,19,Fairly Determined,Matt McGinley
FrA,,-,General Manager,-,,,3,2,2,2,7,3,8,15,16,Fairly Determined,Christie Elliott
FrA,,-,Scout,-,,,3,1,1,1,1,2,1,14,12,Balanced,Jessim Mahaya
FrA,,-,Coach,-,,,6,6,3,4,3,5,7,13,16,Balanced,Alberto Heras
FrA,,-,Scout,-,,,3,2,2,1,2,3,1,13,14,Fairly Ambitious,Mamadou Koné
FrA,,-,Head Coach,-,,,2,4,4,2,3,2,4,14,12,Professional,Junior Moraes
FrA,,-,Coach,-,,,5,5,6,6,5,4,8,12,14,Balanced,Kevin Roberts
FrA,,-,Head Coach,-,,,5,4,6,6,2,3,5,13,14,Balanced,Adrián Casado
FrA,,-,Scout,-,,,3,1,5,4,2,5,2,15,12,Fairly Determined,Cristian Bonilla
FrA,,-,Head Coach,-,,,2,2,2,5,3,2,5,15,15,Fairly Determined,Mikey Devlin
FrA,,-,Coach,-,,,5,4,6,7,4,5,7,16,15,Fairly Determined,Sean Crighton
FrA,,-,Coach,-,,,5,2,5,3,6,6,4,15,17,Resolute,Tommy Smith
FrA,,-,Coach,-,,,5,3,7,8,3,3,7,18,15,Determined,Gerard Rovira
FrA,,-,Scout,-,,,3,5,4,2,6,3,2,12,16,Balanced,Edu Vallecillo
FrA,,-,Head of Youth Development,-,,,1,1,2,5,1,1,7,18,16,Determined,Moisés Jiménez
FrA,,-,General Manager,-,,,1,3,1,1,3,3,1,13,12,Spirited,Dan Gosling
,Spezia,Under 18s Head Coach,Coach,"$1,000 p/w",,,9,9,11,9,9,9,18,14,13,Light-Hearted,Jerry Basso
FrA,,-,Head of Youth Development,-,,,5,3,3,6,3,2,3,17,13,Fairly Determined,Simon Handle
FrA,,-,General Manager,-,,,3,1,1,2,2,2,6,13,13,Ambitious,Philipp Zulechner
FrA,,-,Coach,-,,,2,3,1,1,4,1,7,14,13,Perfectionist,Recio
FrA,,-,Fitness Coach,-,,,2,5,1,7,4,1,1,15,12,Fairly Determined,Kevin Pérez
Ret,,-,Head Coach,-,,,3,2,8,2,4,3,10,13,14,Unknown,Reinhold Ranftl
FrA,,-,Head of Youth Development,-,,,5,4,1,1,4,4,7,12,19,Fairly Ambitious,Joshua
FrA,,-,General Manager,-,,,1,1,1,2,2,1,4,12,13,Balanced,Omar Santana
FrA,,-,Scout,-,,,3,1,1,3,1,2,2,15,12,Fairly Determined,Gary Thom
FrA,,-,Physio,-,,,3,1,3,3,3,1,1,12,12,Spirited,Mirco Longo
FrA,,-,Head Coach,-,,,1,3,1,7,1,1,2,19,17,Determined,Thomas Verhaar
FrA,,-,Goalkeeping Coach,-,,,3,1,2,6,2,2,4,15,16,Resolute,Björn Bussmann
FrA,,-,Physio,-,,,1,3,3,1,3,3,1,19,12,Determined,Alessandro Cenci
FrA,,-,Physio,-,,,1,3,3,1,3,1,3,20,13,Determined,Davide Rosa
FrA,,-,Assistant Coach,-,,,3,5,7,3,3,3,7,12,12,Balanced,Pablo Suárez
FrA,,-,Head Coach,-,,,2,4,6,2,1,1,1,12,12,Balanced,Carlos Selfa
FrA,,-,Head Coach,-,,,6,2,7,7,2,6,9,13,14,Fairly Professional,Nahuel Valentini
FrA,,-,Head Coach,-,,,3,6,3,5,4,3,6,17,12,Spirited,Stephen McGinn
FrA,,-,Assistant Coach,-,,,4,3,7,6,5,6,6,14,12,Fairly Professional,Damián Pérez
FrA,,-,Coach,-,,,5,4,1,8,4,2,6,18,18,Determined,Pablo Piatti
FrA,,-,Goalkeeping Coach,-,,,2,5,1,3,1,2,4,20,12,Determined,Federico Martella
FrA,,-,Assistant Coach,-,,,7,7,3,1,4,7,6,15,16,Fairly Determined,Romain Saïss
FrA,,-,Head Coach,-,,,5,2,4,4,2,5,7,14,13,Balanced,Mario Erb
FrA,,-,Head of Youth Development,-,,,3,1,5,1,4,1,9,13,19,Fairly Professional,Álex Gálvez
FrA,,-,General Manager,-,,,2,1,2,3,2,3,1,12,12,Balanced,Pedro Romero
FrA,,-,Scout,-,,,3,3,2,4,3,2,1,12,16,Balanced,Cristian Cruz
FrA,,-,Scout,-,,,4,1,1,1,1,1,1,13,15,Balanced,Gerardo Bruna
FrA,,-,Assistant Coach,-,,,3,3,6,6,4,6,6,15,14,Resolute,Pedro Bigas
FrA,,-,General Manager,-,,,1,3,3,4,6,2,4,14,17,Balanced,Declan Gallagher
FrA,,-,Assistant Coach,-,,,5,2,2,3,2,6,8,16,12,Resolute,Emiliano Insúa
FrA,,-,General Manager,-,,,1,2,2,1,4,4,1,14,13,Balanced,Ousseynou Thioune
,Paris Saint-Germain,Under 19s Head Coach,Coach,"$6,750 p/w",,,11,11,15,16,14,14,20,14,13,Balanced,Laurent Agouazi
FrA,,-,Scout,-,,,2,1,1,1,1,1,1,14,12,Balanced,Steven Lawless
FrA,,-,Scout,-,,,2,1,1,1,1,1,1,12,13,Balanced,Imanol
FrA,,-,Head Coach,-,,,2,3,3,4,5,4,5,14,15,Fairly Professional,Josip Ilicic
FrA,,-,Coach,-,,,5,5,4,7,3,3,7,14,12,Balanced,Stewart Murdoch
FrA,,-,Head Coach,-,,,6,6,2,4,1,3,8,14,18,Balanced,Edmond Akichi
FrA,,-,Scout,-,,,1,1,1,1,1,1,1,12,13,Balanced,Elliott Frear
FrA,,-,Coach,-,,,2,5,5,2,2,3,5,19,14,Driven,Seamus Coleman
FrA,,-,Head Coach,-,,,6,7,6,5,2,4,5,13,13,Balanced,Floris Isola
FrA,,-,Head of Youth Development,-,,,2,5,1,6,6,1,4,12,16,Balanced,Hernâni
FrA,,-,Goalkeeping Coach,-,,,3,4,1,2,1,1,7,13,17,Realist,Ugo Nacci
FrA,,-,Assistant Coach,-,,,6,2,3,3,2,4,6,18,14,Professional,Lucas Leiva
FrA,,-,Assistant Coach,-,,,5,3,6,7,2,5,6,17,14,Resolute,Nathan Smith
Ama,Gondomar B,Head Coach,Head Coach,N/A,,,5,2,2,3,3,2,14,10,12,Spirited,Bruno Rui
Ama,Sp. Covilhã B,Assistant Coach,Assistant Coach,N/A,,,4,4,4,7,6,4,5,12,12,Light-Hearted,Pedro Costa
FrA,,-,Fitness Coach,-,,,2,2,4,3,1,3,3,12,14,Fairly Professional,Cristian Tocco
FrA,,-,Sports Scientist,-,,,1,2,1,2,2,2,3,13,13,Mercenary,Liam Murray
Ama,Alegre e Unido,Assistant Coach,Assistant Coach,N/A,,,4,7,1,3,3,2,8,20,18,Determined,Marco Fernandes
FrA,,-,Assistant Coach,-,,,3,5,2,7,6,3,6,15,19,Resolute,Jaime Mata
,CD Santa Clara,Under 19s Physio,Physio,$525 p/w,,,2,2,1,2,3,2,2,20,17,Determined,João Pacheco
FrA,,-,Head Coach,-,,,5,5,3,3,3,3,15,11,13,Unambitious,Lino Paiva
Ama,Vila Flor,Assistant Coach,Assistant Coach,N/A,,,3,5,4,6,4,3,9,13,12,Fairly Sporting,Jorge Fidalgo
FrA,,-,Coach,-,,,2,1,3,4,3,1,5,14,12,Balanced,Javier Lorente
Ama,S. Pedro da Cova,Assistant Coach,Assistant Coach,N/A,,,5,1,5,3,4,2,13,14,9,Balanced,José Emanuel
Ctr,Fylde,Under 23s Head Coach,Coach,N/A,,,3,8,11,9,11,8,11,12,14,Professional,Dean Holdsworth
Ama,Ancorense,Assistant Coach,Assistant Coach,N/A,,,3,3,1,6,6,1,11,18,12,Determined,Domingos Amorim
FrA,,-,Coach,-,,,4,3,1,3,2,5,6,13,16,Fairly Professional,Andy King
Ama,Gin. Figueirense (CR),Assistant Coach,Assistant Coach,N/A,,,3,4,7,5,2,2,9,12,14,Realist,Henrique Rodrigues
FrA,,-,Scout,-,,,2,1,1,1,1,1,1,14,13,Balanced,Joe Clarke
FrA,,-,Coach,-,,,2,6,7,7,7,5,12,12,9,Balanced,Antonino Fazio
FrA,,-,Assistant Coach,-,,,5,4,1,6,1,4,5,14,16,Balanced,Siim Tenno
FrA,,-,Scout,-,,,2,1,2,4,1,1,1,15,12,Resolute,Teemu Pukki
FrA,,-,General Manager,-,,,1,1,1,2,2,2,1,14,12,Balanced,Xavier Mercier
FrA,,-,Coach,-,,,3,9,2,2,7,4,12,13,9,Balanced,Melvyn Vieira
,Deucriste,Assistant Coach,Assistant Coach,$45 p/w,,,7,6,2,4,6,5,5,15,13,Fairly Determined,João Paçô
FrA,,-,Head Coach,-,,,6,6,5,7,6,6,6,20,12,Determined,Marco Parisi
,Lille OSC,Under 19s Head Coach,Coach,"$5,250 p/w",,,4,6,8,9,8,6,9,16,16,Fairly Determined,Eric Blondel
FrA,,-,Goalkeeping Coach,-,,,2,3,1,2,1,3,7,16,16,Fairly Determined,Yoann Djidonou
Ama,Damaiense,Assistant Coach,Assistant Coach,N/A,,,5,3,3,6,5,4,8,20,13,Determined,Miguel João
FrA,,-,Scout,-,,,3,3,2,2,1,4,1,14,17,Fairly Sporting,Guillaume Insou
FrA,,-,General Manager,-,,,1,7,4,6,7,6,2,13,18,Balanced,Kévin Afougou
FrA,,-,Head Coach,-,,,7,6,6,6,6,5,6,20,13,Determined,Simone Marano
FrA,,-,Head Coach,-,,,5,4,5,5,6,4,8,20,15,Determined,Petr Slama
FrA,,-,Head Coach,-,,,5,4,4,5,4,4,6,12,16,Fairly Ambitious,Harry Street
,Wolves,Under 23s Head Coach,Coach,"$5,000 p/w",,,12,17,11,11,14,10,18,16,13,Fairly Determined,James Collins
FrA,,-,Head of Youth Development,-,,,2,4,3,5,2,2,9,16,12,Resolute,Hal Robson-Kanu
FrA,,-,General Manager,-,,,3,5,4,3,5,3,3,13,17,Balanced,Jon Ander Garrido
FrA,,-,Head Coach,-,,,5,6,5,6,6,6,7,14,15,Temperamental,Simone Donini
FrA,,-,Head of Youth Development,-,,,2,2,1,3,1,1,7,15,15,Fairly Determined,Juanmi Becerra
FrA,,-,Head Coach,-,,,6,7,6,5,7,6,6,14,17,Balanced,Giovanni Michielan
FrA,,-,Head of Youth Development,-,,,2,4,2,2,4,2,3,14,12,Balanced,Yannick Häringer
FrA,,-,General Manager,-,,,2,4,4,4,3,7,7,14,12,Fairly Sporting,Jake Carroll
FrA,,-,Head of Youth Development,-,,,3,3,3,3,4,3,9,13,13,Fairly Sporting,Simon Pontdemé
FrA,,-,Head of Youth Development,-,,,3,2,2,3,2,5,3,15,18,Resolute,Kevin Dawson
FrA,,-,Scout,-,,,2,3,2,2,2,3,1,13,16,Balanced,Samir Hadji
FrA,,-,Scout,-,,,4,1,3,3,2,2,1,14,12,Balanced,Mike Green
FrA,,-,Head Coach,-,,,1,1,2,1,1,1,4,17,14,Fairly Determined,Stephen Conlon
FrA,,-,Head Coach,-,,,6,6,5,5,4,3,4,12,15,Temperamental,Ruben Robert
FrA,,-,Head Coach,-,,,5,3,2,5,4,6,6,14,15,Balanced,Jonas Martin
,CD Ebro,Under 19s Head Coach,Coach,$450 p/w,,,5,10,9,10,8,9,13,16,11,Fairly Determined,Iván Amaya
FrA,,-,Head Coach,-,,,4,1,7,5,1,3,7,13,13,Fairly Ambitious,Tyrone Sterling
FrA,,-,Scout,-,,,5,1,3,6,6,5,4,12,15,Balanced,Manassé Enza-Yamissi
FrA,,-,General Manager,-,,,2,1,1,1,1,2,4,15,13,Resolute,Samuel Souprayen
FrA,,-,Physio,-,,,2,3,3,3,1,1,6,12,19,Fairly Loyal,Jonathan Julien
FrA,,-,Coach,-,,,6,5,4,5,6,7,6,15,15,Fairly Determined,Jimmy Roye
FrA,,-,Goalkeeping Coach,-,,,4,1,1,2,4,3,5,15,12,Resolute,Agustín Marchesín
FrA,,-,Head Coach,-,,,3,7,5,3,3,2,6,12,14,Balanced,Manfred Ekwé Ebélé
FrA,,-,Assistant Coach,-,,,5,5,2,5,1,3,5,15,13,Fairly Determined,Younousse Sankharé
FrA,,-,Head Coach,-,,,4,6,4,5,2,4,9,14,12,Fairly Professional,Sébastien Faure
FrA,,-,Coach,-,,,3,2,2,2,7,2,11,13,12,Fairly Loyal,Maxime Partouche
FrA,,-,Assistant Coach,-,,,6,3,6,2,5,6,6,14,12,Fairly Professional,Guillaume Gigliotti
FrA,,-,Coach,-,,,4,2,7,6,3,4,8,13,18,Fairly Sporting,Joël Dielna
,Vitória de Setúbal,Under 19s Head Coach,Coach,"$4,300 p/w",,,8,14,8,13,11,11,19,17,16,Fairly Determined,André-Pierre Gignac
FrA,,-,Goalkeeping Coach,-,,,2,1,1,2,1,1,7,14,13,Fairly Professional,Jens Grahl
FrA,,-,Coach,-,,,5,5,7,6,4,6,11,14,16,Fairly Professional,Maxime Jasse
FrA,,-,Head of Youth Development,-,,,5,4,6,1,1,5,8,14,13,Fairly Professional,Sören Eismann
FrA,,-,Goalkeeping Coach,-,,,3,1,1,3,1,1,5,14,17,Perfectionist,Manuel Riemann
FrA,,-,Head Coach,-,,,7,6,6,1,2,4,11,14,12,Fairly Loyal,Stephen McLaughlin
FrA,,-,Coach,-,,,4,10,6,7,7,4,9,14,14,Balanced,João Carneiro
FrA,,-,Assistant Coach,-,,,5,3,2,7,2,5,5,16,15,Fairly Determined,Dean Zambra
FrA,,-,Coach,-,,,2,1,2,2,1,1,8,20,16,Driven,Björn Kopplin
FrA,,-,Assistant Coach,-,,,4,5,2,3,3,2,6,13,15,Light-Hearted,Manuel Schäffler
FrA,,-,Head Coach,-,,,6,7,6,5,6,6,4,12,13,Light-Hearted,Paul Erhardt
FrA,,-,Coach,-,,,6,7,4,3,7,7,5,17,12,Ambitious,Sebastian Rode
FrA,,-,Head of Youth Development,-,,,1,1,1,2,2,2,8,13,14,Balanced,Stefano Okaka
FrA,,-,Goalkeeping Coach,-,,,2,2,1,2,3,1,5,16,15,Spirited,Raphael Koczor
FrA,,-,Head Coach,-,,,6,6,7,6,6,5,8,12,16,Light-Hearted,Luca Altenburg
FrA,,-,Head Coach,-,,,6,4,5,5,5,5,8,15,17,Light-Hearted,Lukas Schmidt
FrA,,-,Head Coach,-,,,5,5,5,5,4,4,6,15,13,Unambitious,Stefan Seifert
FrA,,-,Sports Scientist,-,,,2,2,1,3,1,2,4,15,13,Fairly Determined,Robbie Graydon
FrA,,-,Head Coach,-,,,4,6,7,7,7,5,6,12,14,Balanced,Nicklas Scholz
FrA,,-,General Manager,-,,,2,3,6,7,4,4,4,16,15,Resolute,Nikos Karelis
FrA,,-,General Manager,-,,,1,4,4,4,1,2,2,16,14,Professional,Jasper Cillessen
FrA,,-,Head of Youth Development,-,,,2,4,5,5,5,2,5,13,13,Balanced,Nicolas Medjian
FrA,,-,General Manager,-,,,1,1,4,1,3,3,5,14,12,Professional,Toby Alderweireld
FrA,,-,Head Coach,-,,,3,7,1,1,2,1,8,13,12,Balanced,Nasser El Khayati
FrA,,-,Head Coach,-,,,4,5,2,7,7,3,7,13,16,Balanced,Kevin van Veen
FrA,,-,General Manager,-,,,1,1,1,2,2,2,4,13,12,Fairly Professional,Joost van Aken
FrA,,-,General Manager,-,,,1,5,5,8,7,5,5,16,16,Professional,Aron Einar Gunnarsson
FrA,,-,Head of Youth Development,-,,,2,4,2,3,2,2,3,14,12,Balanced,Kolbeinn Sigþórsson
FrA,,-,Head Coach,-,,,4,4,3,5,5,5,7,20,15,Determined,Giuseppe Pandolfo
FrA,,-,Scout,-,,,2,2,2,1,1,2,2,14,16,Fairly Professional,Jóhann Berg Guðmundsson
FrA,,-,Coach,-,,,6,3,5,5,5,6,6,18,12,Determined,David Fernández
FrA,,-,Head Coach,-,,,4,5,7,7,7,5,6,13,13,Balanced,Livio Capuano
FrA,,-,Coach,-,,,4,6,4,6,4,4,6,15,14,Fairly Determined,Pasquale Maiorino
Ama,Beneditense,Head Coach,Head Coach,N/A,,,5,4,5,2,7,5,8,12,15,Balanced,Dário Catarino
FrA,,-,Head of Youth Development,-,,,1,5,1,3,5,1,9,12,14,Balanced,Óscar Rojas
FrA,,-,Scout,-,,,2,1,2,1,3,1,2,13,17,Balanced,Javi Otero
FrA,,-,Scout,-,,,2,1,1,1,1,1,1,13,15,Fairly Loyal,Paolo Tornaghi
Ama,Portalegrense 1925,Head Coach,Head Coach,N/A,,,3,2,3,3,3,3,14,5,15,Balanced,Filipe Meira
FrA,,-,Head Coach,-,,,5,7,3,7,3,3,8,13,19,Fairly Professional,Domenico Danti
FrA,,-,Sports Scientist,-,,,2,1,1,2,1,4,5,12,13,Temperamental,Adam Connolly
FrA,,-,General Manager,-,,,2,1,2,2,2,4,8,16,15,Fairly Determined,Matthieu Ezikian
FrA,,-,Scout,-,,,4,1,1,2,2,4,1,14,14,Fairly Ambitious,Leandro Martínez
FrA,,-,Loan Manager,-,,,3,1,1,1,1,1,5,16,17,Resolute,Nicolas Viola
FrA,,-,Assistant Coach,-,,,7,6,4,7,4,4,7,15,12,Fairly Determined,Leonardo Pérez
FrA,,-,Scout,-,,,3,1,3,1,1,5,3,14,12,Balanced,Jaime Palhares
FrA,,-,Fitness Coach,-,,,2,6,4,3,1,4,3,12,13,Fairly Professional,Giuseppe Villani
FrA,,-,Scout,-,,,4,1,1,1,5,3,1,13,13,Balanced,Vincent Pappalardo
FrA,,-,Scout,-,,,5,1,3,2,3,5,5,13,13,Balanced,Facundo Barceló
FrA,,-,Physio,-,,,5,2,3,3,1,3,1,12,14,Fairly Professional,Luis Pozo
FrA,,-,Assistant Coach,-,,,2,5,4,6,6,4,6,15,16,Fairly Determined,Álex Barrera
FrA,,-,Head Coach,-,,,1,4,1,5,1,1,3,16,18,Fairly Determined,Vincenzo Fiorillo
